Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Expenditure Purpose,Merchant Category
24/11/2014,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,57.11,General Retail and Wholesale,Grocery stores
25/11/2014,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,105.14,General Retail and Wholesale,Grocery stores
26/11/2014,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,40.67,General Retail and Wholesale,Grocery stores
01/12/2014,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,75.40,General Retail and Wholesale,Grocery stores
02/12/2014,DEVON COUNTY COUNCIL- MARLAND,PAYPAL  TESCOOUTLET,85.00,General Retail and Wholesale,Discount stores
02/12/2014,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,57.44,General Retail and Wholesale,Grocery stores
03/12/2014,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,38.54,General Retail and Wholesale,Grocery stores
04/12/2014,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,50.73,General Retail and Wholesale,Grocery stores
05/12/2014,DEVON COUNTY COUNCIL- MARLAND,WWW.EFLORIST.CO.UK,22.95,Estate and Garden Services,Florists
08/12/2014,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,41.26,General Retail and Wholesale,Grocery stores
09/12/2014,DEVON COUNTY COUNCIL- MARLAND,Amazon  Mktplce EU-UK,8.95,Books and Periodicals,Book stores
09/12/2014,DEVON COUNTY COUNCIL- MARLAND,PAYPAL  CORBYKILNSL,9.42,General Retail and Wholesale,Art & craft shops
10/12/2014,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,31.10,General Retail and Wholesale,Grocery stores
10/12/2014,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,52.69,General Retail and Wholesale,Grocery stores
15/12/2014,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,87.28,General Retail and Wholesale,Grocery stores
16/12/2014,DEVON COUNTY COUNCIL- MARLAND,LANDMARK THEATRE,65.00,Leisure Activities,Theatres and ticket agencies
16/12/2014,DEVON COUNTY COUNCIL- MARLAND,TESCO DELIVERY SAVER2,6.00,Mail Order / Direct Selling,Continuous subscriptions
17/12/2014,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,18.53,General Retail and Wholesale,Grocery stores
21/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,5.64,Books and Periodicals,Book stores
21/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,2.93,Books and Periodicals,Book stores
21/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,35.62,Books and Periodicals,Book stores
21/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,8.18,Books and Periodicals,Book stores
21/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,5.25,Books and Periodicals,Book stores
21/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,2.81,Books and Periodicals,Book stores
21/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,14.58,Books and Periodicals,Book stores
21/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,5.77,Books and Periodicals,Book stores
22/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,22.99,Books and Periodicals,Book stores
24/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,19.63,Books and Periodicals,Book stores
24/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,2.81,Books and Periodicals,Book stores
24/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,10.06,Books and Periodicals,Book stores
24/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,6.31,Books and Periodicals,Book stores
24/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,5.62,Books and Periodicals,Book stores
24/11/2014,WEST EXE TECHNOLOGY COLLEGE,PREMIER INN44529310,93.75,Hotels and Accommodation,Premier Inn
24/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
24/11/2014,WEST EXE TECHNOLOGY COLLEGE,DIGITALTHEATRE.COM,8.99,Print and Advertising,Photographic studios
26/11/2014,WEST EXE TECHNOLOGY COLLEGE,TRAINLINE.COM,85.78,Travel - Air/Rail/Road,Passenger railways
27/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,5.90,Books and Periodicals,Book stores
27/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,12.00,Books and Periodicals,Book stores
27/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,51.74,General Retail and Wholesale,Miscellaneous retail
27/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon EU,69.00,Mail Order / Direct Selling,Direct sales companies
28/11/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon  Mktplce EU-UK,99.90,Books and Periodicals,Book stores
03/12/2014,WEST EXE TECHNOLOGY COLLEGE,WWW.NISBETS.COM,507.52,Mail Order / Direct Selling,Catalogue sales
08/12/2014,WEST EXE TECHNOLOGY COLLEGE,OPCS PAY AS YOU GO,10.00,Telecommunication Services,Phone services
11/12/2014,WEST EXE TECHNOLOGY COLLEGE,THE BOOK PEOPLE,10.93,Books and Periodicals,Book stores
11/12/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon EU,74.98,Mail Order / Direct Selling,Direct sales companies
11/12/2014,WEST EXE TECHNOLOGY COLLEGE,WWW.DIRECTOFFICESUPPY.,119.99,"Office Stationery, Equipment and Supplies",Stationery & office supplies stores
12/12/2014,WEST EXE TECHNOLOGY COLLEGE,TRAINLINE.COM,63.75,Travel - Air/Rail/Road,Passenger railways
13/12/2014,WEST EXE TECHNOLOGY COLLEGE,LEGO,479.96,General Retail and Wholesale,"Hobby, toy & game shops"
16/12/2014,WEST EXE TECHNOLOGY COLLEGE,Amazon EU,395.00,Mail Order / Direct Selling,Direct sales companies
16/12/2014,WEST EXE TECHNOLOGY COLLEGE,WWW.NISBETS.COM,35.82,Mail Order / Direct Selling,Catalogue sales
18/12/2014,WEST EXE TECHNOLOGY COLLEGE,GULLIVERS TRAVELS,595.85,Auto Rental,Truck & trailer rentals
04/01/2015,D C C - BIDEFORD COLLEGE,WP-SCOACH ETICKET,41.50,Travel - Air/Rail/Road,"Buses, charter & tour"
05/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,2.78,Books and Periodicals,Book stores
05/01/2015,D C C - BIDEFORD COLLEGE,ONLINE FABRICS UK,155.95,General Retail and Wholesale,Drapery & upholstery shops
05/01/2015,D C C - BIDEFORD COLLEGE,PAYPAL  DJBMICROTEC,48.78,General Retail and Wholesale,Electronics shops
05/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,-197.16,Mail Order / Direct Selling,Direct sales companies
05/01/2015,D C C - BIDEFORD COLLEGE,PAPERSTONE,20.07,"Office Stationery, Equipment and Supplies",Stationery & office supplies stores
06/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,39.58,Books and Periodicals,Book stores
06/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,35.97,General Retail and Wholesale,Miscellaneous retail
06/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,87.89,Mail Order / Direct Selling,Direct sales companies
07/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,18.95,Books and Periodicals,Book stores
07/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,103.08,Books and Periodicals,Book stores
07/01/2015,D C C - BIDEFORD COLLEGE,JS ONLINE GROCERY,52.88,General Retail and Wholesale,Grocery stores
07/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,4.79,General Retail and Wholesale,Miscellaneous retail
07/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,43.95,Mail Order / Direct Selling,Direct sales companies
07/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,15.64,Mail Order / Direct Selling,Direct sales companies
07/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,43.95,Mail Order / Direct Selling,Direct sales companies
08/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,31.20,Books and Periodicals,Book stores
09/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,54.80,Books and Periodicals,Book stores
09/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,-7.56,Mail Order / Direct Selling,Direct sales companies
09/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,25.99,Mail Order / Direct Selling,Direct sales companies
09/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,-7.56,Mail Order / Direct Selling,Direct sales companies
09/01/2015,D C C - BIDEFORD COLLEGE,WP-SCOACH ETICKET,41.50,Travel - Air/Rail/Road,"Buses, charter & tour"
10/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,84.12,Mail Order / Direct Selling,Direct sales companies
10/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,41.97,Mail Order / Direct Selling,Direct sales companies
10/01/2015,D C C - BIDEFORD COLLEGE,WP-SCOACH ETICKET,41.50,Travel - Air/Rail/Road,"Buses, charter & tour"
10/01/2015,D C C - BIDEFORD COLLEGE,WP-SCOACH ETICKET,41.50,Travel - Air/Rail/Road,"Buses, charter & tour"
11/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,6.39,Mail Order / Direct Selling,Direct sales companies
12/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,16.86,Books and Periodicals,Book stores
12/01/2015,D C C - BIDEFORD COLLEGE,WWW.STONEWALL.ORG.,12.50,Clubs/Associations/Organisations,Charitable organisations
12/01/2015,D C C - BIDEFORD COLLEGE,WWW.SLECUK.OXATIS.,47.74,General Retail and Wholesale,Art & craft shops
12/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,21.28,Mail Order / Direct Selling,Direct sales companies
13/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,19.54,Books and Periodicals,Book stores
14/01/2015,D C C - BIDEFORD COLLEGE,ARGOS RETAIL GROUP,153.89,General Retail and Wholesale,Discount stores
14/01/2015,D C C - BIDEFORD COLLEGE,ONLINE FABRICS UK,243.73,General Retail and Wholesale,Drapery & upholstery shops
14/01/2015,D C C - BIDEFORD COLLEGE,PAYPAL  FAVOURITEFA,56.94,General Retail and Wholesale,Antique shops
14/01/2015,D C C - BIDEFORD COLLEGE,PAYPAL  MRQ4M4R,16.74,General Retail and Wholesale,Misc. clothing & accessory shops
14/01/2015,D C C - BIDEFORD COLLEGE,PAYPAL  SBARNSLEYS,14.73,General Retail and Wholesale,Misc. clothing & accessory shops
14/01/2015,D C C - BIDEFORD COLLEGE,FGW WEBSALES,20.10,Travel - Air/Rail/Road,Passenger railways
14/01/2015,D C C - BIDEFORD COLLEGE,FGW WEBSALES,22.10,Travel - Air/Rail/Road,Passenger railways
15/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,-32.35,Books and Periodicals,Book stores
15/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,25.39,Mail Order / Direct Selling,Direct sales companies
15/01/2015,D C C - BIDEFORD COLLEGE,WWW.RHODESANDSCHOLES.C,240.00,"Office Stationery, Equipment and Supplies",Office & commercial furniture
15/01/2015,D C C - BIDEFORD COLLEGE,FGW WEBSALES,69.00,Travel - Air/Rail/Road,Passenger railways
15/01/2015,D C C - BIDEFORD COLLEGE,WP-SCOACH ETICKET,41.50,Travel - Air/Rail/Road,"Buses, charter & tour"
16/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,19.98,Books and Periodicals,Book stores
16/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,19.90,Books and Periodicals,Book stores
17/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,20.00,Books and Periodicals,Book stores
17/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,10.99,Books and Periodicals,Book stores
17/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,11.53,Books and Periodicals,Book stores
17/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,48.91,General Retail and Wholesale,Miscellaneous retail
17/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,11.50,Mail Order / Direct Selling,Direct sales companies
17/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,-15.78,Mail Order / Direct Selling,Direct sales companies
17/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,24.99,Mail Order / Direct Selling,Direct sales companies
19/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,20.70,Books and Periodicals,Book stores
19/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,84.09,Books and Periodicals,Book stores
19/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,21.19,Books and Periodicals,Book stores
19/01/2015,D C C - BIDEFORD COLLEGE,BOOKDEPOSITORY.COM,83.60,Books and Periodicals,Book stores
19/01/2015,D C C - BIDEFORD COLLEGE,Amazon EU,30.99,Mail Order / Direct Selling,Direct sales companies
22/01/2015,D C C - BIDEFORD COLLEGE,Amazon  Mktplce EU-UK,43.80,Books and Periodicals,Book stores
22/01/2015,D C C - BIDEFORD COLLEGE,KARAOKE RECISIO,1.99,General Retail and Wholesale,Music stores & instruments
22/01/2015,D C C - BIDEFORD COLLEGE,WWW.GSPRODUCTS.CO.UK,385.78,Miscellaneous Industrial/Commercial Supplies,Misc Industrial supplies
06/01/2015,D C C WESTCROFT JUNIOR SCHOOL,Amazon EU,77.61,Mail Order / Direct Selling,Direct sales companies
29/12/2014,DCC - DAVEY COURT - C 0467695,TESCO STORE 2487,71.92,General Retail and Wholesale,Grocery stores
02/01/2015,DCC - DAVEY COURT - C 0467695,TESCO STORE 2487,69.52,General Retail and Wholesale,Grocery stores
04/01/2015,DCC - DAVEY COURT - C 0467695,TESCO DELIVERY SAVER2,3.00,Mail Order / Direct Selling,Continuous subscriptions
06/01/2015,DCC - DAVEY COURT - C 0467695,TESCO STORE 2487,107.11,General Retail and Wholesale,Grocery stores
09/01/2015,DCC - DAVEY COURT - C 0467695,TESCO STORE 2487,90.33,General Retail and Wholesale,Grocery stores
13/01/2015,DCC - DAVEY COURT - C 0467695,TESCO STORE 2487,102.13,General Retail and Wholesale,Grocery stores
13/01/2015,DCC - DAVEY COURT - C 0467695,TESCO STORE 3539,-2.00,General Retail and Wholesale,Grocery stores
16/01/2015,DCC - DAVEY COURT - C 0467695,TESCO STORE 2487,60.51,General Retail and Wholesale,Grocery stores
20/01/2015,DCC - DAVEY COURT - C 0467695,TESCO STORE 2487,45.94,General Retail and Wholesale,Grocery stores
05/01/2015,DCC - ST ANDREWS PRI 0467693,IKEA ONLINE,29.00,General Retail and Wholesale,Misc. home furnishing
16/01/2015,DCC - ST ANDREWS PRI 0467693,Amazon EU,31.81,Mail Order / Direct Selling,Direct sales companies
20/01/2015,DCC - ST ANDREWS PRI 0467693,NGA.ORG.UK,10.00,Miscellaneous Industrial/Commercial Supplies,Misc business services
10/01/2015,DCC - WITHERIDGE PRIM SCHOOL,CARD FACTORY,7.92,General Retail and Wholesale,"Gift, card & novelty shops"
10/01/2015,DCC - WITHERIDGE PRIM SCHOOL,POUNDSTRETCHER 640,6.95,General Retail and Wholesale,Drapery & upholstery shops
11/01/2015,DCC - WITHERIDGE PRIM SCHOOL,TESCO STORES 5930,9.83,General Retail and Wholesale,Grocery stores
06/01/2015,DCC CDPLS - C,PAYPAL  PAYPALGIFTS,25.00,Computer Equipment & Services,Computer network information services
23/12/2014,DCC CHARLTON LODGE C0554043,TESCO STORES 5138,2.00,General Retail and Wholesale,Grocery stores
24/12/2014,DCC CHARLTON LODGE C0554043,TESCO STORES 5138,5.00,General Retail and Wholesale,Grocery stores
27/12/2014,DCC CHARLTON LODGE C0554043,TESCO STORES 5138,59.68,General Retail and Wholesale,Grocery stores
29/12/2014,DCC CHARLTON LODGE C0554043,TESCO STORES 5138,33.20,General Retail and Wholesale,Grocery stores
31/12/2014,DCC CHARLTON LODGE C0554043,TESCO STORES 5138,29.59,General Retail and Wholesale,Grocery stores
02/01/2015,DCC CHARLTON LODGE C0554043,TESCO STORES 5138,59.60,General Retail and Wholesale,Grocery stores
05/01/2015,DCC CHARLTON LODGE C0554043,TESCO STORES 5138,67.61,General Retail and Wholesale,Grocery stores
07/01/2015,DCC CHARLTON LODGE C0554043,TESCO STORES 5138,61.64,General Retail and Wholesale,Grocery stores
08/01/2015,DCC CHARLTON LODGE C0554043,ESSO TIVERTON SERVICE STA,10.00,Automotive Fuel,Service stations
09/01/2015,DCC CHARLTON LODGE C0554043,TESCO STORES 5138,84.30,General Retail and Wholesale,Grocery stores
12/01/2015,DCC CHARLTON LODGE C0554043,TESCO STORES 5138,45.29,General Retail and Wholesale,Grocery stores
14/01/2015,DCC CHARLTON LODGE C0554043,TESCO STORES 5138,51.82,General Retail and Wholesale,Grocery stores
16/01/2015,DCC CHARLTON LODGE C0554043,ESSO TIVERTON SERVICE STA,10.00,Automotive Fuel,Service stations
16/01/2015,DCC CHARLTON LODGE C0554043,TESCO STORES 5138,72.19,General Retail and Wholesale,Grocery stores
19/01/2015,DCC CHARLTON LODGE C0554043,TESCO STORES 5138,51.31,General Retail and Wholesale,Grocery stores
21/01/2015,DCC CHARLTON LODGE C0554043,TESCO STORES 5138,47.73,General Retail and Wholesale,Grocery stores
29/12/2014,DCC COCKWOOD P.SCH-0479007,Amazon EU,9.99,Mail Order / Direct Selling,Direct sales companies
07/01/2015,DCC COCKWOOD P.SCH-0479007,Amazon EU,41.55,Mail Order / Direct Selling,Direct sales companies
07/01/2015,DCC COCKWOOD P.SCH-0479007,Amazon EU,16.80,Mail Order / Direct Selling,Direct sales companies
13/01/2015,DCC COCKWOOD P.SCH-0479007,HOMEBASE.CO.UK,123.94,General Retail and Wholesale,Furniture & home furnishing
14/01/2015,DCC COCKWOOD P.SCH-0479007,Amazon  Mktplce EU-UK,3.99,Books and Periodicals,Book stores
14/01/2015,DCC COCKWOOD P.SCH-0479007,Amazon Digital Dwnlds,5.98,General Retail and Wholesale,Record shops
20/01/2015,DCC COCKWOOD P.SCH-0479007,Amazon EU,33.97,Mail Order / Direct Selling,Direct sales companies
09/01/2015,DCC COMM SERV'S DEVON-TIVERTON,THEATRE ROYAL/PLYMOUTH,21.40,Leisure Activities,Theatres and ticket agencies
09/01/2015,DCC COMM SERV'S DEVON-TIVERTON,WWW.WALLACECAMERON.COM,131.99,Medical Supplies and Services,"Laboratory, medical & hospital equipment"
13/01/2015,DCC COMM SERV'S DEVON-TIVERTON,Amazon  Mktplce EU-UK,5.39,Books and Periodicals,Book stores
13/01/2015,DCC COMM SERV'S DEVON-TIVERTON,Amazon  Mktplce EU-UK,2.90,Books and Periodicals,Book stores
05/01/2015,DCC COURT OF PROTECT-C 0509893,WWW.HIGOS.CO.UK,163.90,Financial Services,"Insurance sales, underwritering, premiums"
09/01/2015,DCC COURT OF PROTECT-C 0509893,FIX IT,159.00,General Retail and Wholesale,Electronics shops
12/01/2015,DCC COURT OF PROTECT-C 0509893,BENSONS FOR BEDS,531.96,General Retail and Wholesale,Furniture & home furnishing
12/01/2015,DCC COURT OF PROTECT-C 0509893,BENSONS FOR BEDS,531.96,General Retail and Wholesale,Furniture & home furnishing
12/01/2015,DCC COURT OF PROTECT-C 0509893,Amazon EU,22.32,Mail Order / Direct Selling,Direct sales companies
12/01/2015,DCC COURT OF PROTECT-C 0509893,ST THOMAS DENTAL,18.50,Medical Supplies and Services,Dentists & orthodontists
13/01/2015,DCC COURT OF PROTECT-C 0509893,BENSONS FOR BEDS,-531.96,General Retail and Wholesale,Furniture & home furnishing
13/01/2015,DCC COURT OF PROTECT-C 0509893,BENSONS FOR BEDS,-531.96,General Retail and Wholesale,Furniture & home furnishing
16/01/2015,DCC COURT OF PROTECT-C 0509893,VICTORIA ROAD DENTAL PRA,50.50,Medical Supplies and Services,Dentists & orthodontists
20/01/2015,DCC COURT OF PROTECT-C 0509893,FISH INSURANCE,135.00,Financial Services,"Insurance sales, underwritering, premiums"
02/01/2015,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,144.77,General Retail and Wholesale,Grocery stores
08/01/2015,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,38.23,General Retail and Wholesale,Grocery stores
15/01/2015,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,139.48,General Retail and Wholesale,Grocery stores
22/01/2015,DCC EAST DEVON LEARN DISB SERV,TESCO STORES 5138,77.74,General Retail and Wholesale,Grocery stores
09/01/2015,DCC HATHERLEIGH PS-C 0514362,WWW.EXETER.AC.UK,30.00,Training and Educational,Colleges & universities
14/01/2015,DCC HORWOOD & NEWTON- C0529381,Amazon EU,10.58,Mail Order / Direct Selling,Direct sales companies
14/01/2015,DCC HORWOOD & NEWTON- C0529381,Amazon EU,5.93,Mail Order / Direct Selling,Direct sales companies
14/01/2015,DCC HORWOOD & NEWTON- C0529381,Amazon EU,13.04,Mail Order / Direct Selling,Direct sales companies
15/01/2015,DCC HORWOOD & NEWTON- C0529381,Amazon EU,4.32,Mail Order / Direct Selling,Direct sales companies
15/01/2015,DCC HORWOOD & NEWTON- C0529381,Amazon EU,140.00,Mail Order / Direct Selling,Direct sales companies
05/01/2015,DCC KING EDWARD VI COMMUNITY C,NOVOTEL LONDON CITY SOUTH,109.00,Hotels and Accommodation,"Hotels, motels & resorts"
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon  Mktplce EU-UK,8.66,Books and Periodicals,Book stores
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon  Mktplce EU-UK,419.98,Books and Periodicals,Book stores
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon  Mktplce EU-UK,18.25,Books and Periodicals,Book stores
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
06/01/2015,DCC KING EDWARD VI COMMUNITY C,Amazon EU,10.00,Mail Order / Direct Selling,Direct sales companies
